,Month,Month Code,County,County Code,Deaths,latitude,longitude
1593,"Jan., 2015",2015/01,"Cook County, IL",17031,39,41.8197385,-87.756525
1611,"Feb., 2015",2015/02,"Cook County, IL",17031,20,41.8197385,-87.756525
1625,"Mar., 2015",2015/03,"Cook County, IL",17031,34,41.8197385,-87.756525
1640,"Apr., 2015",2015/04,"Cook County, IL",17031,38,41.8197385,-87.756525
1658,"May, 2015",2015/05,"Cook County, IL",17031,48,41.8197385,-87.756525
1680,"Jun., 2015",2015/06,"Cook County, IL",17031,51,41.8197385,-87.756525
1705,"Jul., 2015",2015/07,"Cook County, IL",17031,51,41.8197385,-87.756525
1735,"Aug., 2015",2015/08,"Cook County, IL",17031,66,41.8197385,-87.756525
1756,"Sep., 2015",2015/09,"Cook County, IL",17031,66,41.8197385,-87.756525
1785,"Oct., 2015",2015/10,"Cook County, IL",17031,34,41.8197385,-87.756525
1810,"Nov., 2015",2015/11,"Cook County, IL",17031,33,41.8197385,-87.756525
1830,"Dec., 2015",2015/12,"Cook County, IL",17031,42,41.8197385,-87.756525
1851,"Jan., 2016",2016/01,"Cook County, IL",17031,61,41.8197385,-87.756525
1866,"Feb., 2016",2016/02,"Cook County, IL",17031,40,41.8197385,-87.756525
1880,"Mar., 2016",2016/03,"Cook County, IL",17031,51,41.8197385,-87.756525
1901,"Apr., 2016",2016/04,"Cook County, IL",17031,44,41.8197385,-87.756525
1920,"May, 2016",2016/05,"Cook County, IL",17031,72,41.8197385,-87.756525
1947,"Jun., 2016",2016/06,"Cook County, IL",17031,76,41.8197385,-87.756525
1974,"Jul., 2016",2016/07,"Cook County, IL",17031,77,41.8197385,-87.756525
1999,"Aug., 2016",2016/08,"Cook County, IL",17031,93,41.8197385,-87.756525
2028,"Sep., 2016",2016/09,"Cook County, IL",17031,67,41.8197385,-87.756525
2054,"Oct., 2016",2016/10,"Cook County, IL",17031,87,41.8197385,-87.756525
2079,"Nov., 2016",2016/11,"Cook County, IL",17031,77,41.8197385,-87.756525
2105,"Dec., 2016",2016/12,"Cook County, IL",17031,59,41.8197385,-87.756525
47,"Mar., 2007",2007/03,"Cuyahoga County, OH",39035,10,41.4301347,-81.6905558
65,"Apr., 2007",2007/04,"Cuyahoga County, OH",39035,11,41.4301347,-81.6905558
87,"May, 2007",2007/05,"Cuyahoga County, OH",39035,17,41.4301347,-81.6905558
131,"Jul., 2007",2007/07,"Cuyahoga County, OH",39035,18,41.4301347,-81.6905558
285,"Mar., 2008",2008/03,"Cuyahoga County, OH",39035,10,41.4301347,-81.6905558
407,"Sep., 2008",2008/09,"Cuyahoga County, OH",39035,10,41.4301347,-81.6905558
754,"Jul., 2010",2010/07,"Cuyahoga County, OH",39035,12,41.4301347,-81.6905558
955,"Aug., 2011",2011/08,"Cuyahoga County, OH",39035,11,41.4301347,-81.6905558
974,"Sep., 2011",2011/09,"Cuyahoga County, OH",39035,11,41.4301347,-81.6905558
1028,"Jan., 2012",2012/01,"Cuyahoga County, OH",39035,10,41.4301347,-81.6905558
1142,"Aug., 2012",2012/08,"Cuyahoga County, OH",39035,10,41.4301347,-81.6905558
1194,"Nov., 2012",2012/11,"Cuyahoga County, OH",39035,12,41.4301347,-81.6905558
1268,"Apr., 2013",2013/04,"Cuyahoga County, OH",39035,10,41.4301347,-81.6905558
1403,"Dec., 2013",2013/12,"Cuyahoga County, OH",39035,15,41.4301347,-81.6905558
1451,"Apr., 2014",2014/04,"Cuyahoga County, OH",39035,10,41.4301347,-81.6905558
1467,"May, 2014",2014/05,"Cuyahoga County, OH",39035,12,41.4301347,-81.6905558
1487,"Jun., 2014",2014/06,"Cuyahoga County, OH",39035,13,41.4301347,-81.6905558
1550,"Oct., 2014",2014/10,"Cuyahoga County, OH",39035,11,41.4301347,-81.6905558
1564,"Nov., 2014",2014/11,"Cuyahoga County, OH",39035,11,41.4301347,-81.6905558
1600,"Jan., 2015",2015/01,"Cuyahoga County, OH",39035,10,41.4301347,-81.6905558
1615,"Feb., 2015",2015/02,"Cuyahoga County, OH",39035,11,41.4301347,-81.6905558
1631,"Mar., 2015",2015/03,"Cuyahoga County, OH",39035,10,41.4301347,-81.6905558
1665,"May, 2015",2015/05,"Cuyahoga County, OH",39035,11,41.4301347,-81.6905558
1718,"Jul., 2015",2015/07,"Cuyahoga County, OH",39035,15,41.4301347,-81.6905558
1768,"Sep., 2015",2015/09,"Cuyahoga County, OH",39035,15,41.4301347,-81.6905558
1793,"Oct., 2015",2015/10,"Cuyahoga County, OH",39035,13,41.4301347,-81.6905558
1818,"Nov., 2015",2015/11,"Cuyahoga County, OH",39035,10,41.4301347,-81.6905558
1928,"May, 2016",2016/05,"Cuyahoga County, OH",39035,15,41.4301347,-81.6905558
1984,"Jul., 2016",2016/07,"Cuyahoga County, OH",39035,13,41.4301347,-81.6905558
2012,"Aug., 2016",2016/08,"Cuyahoga County, OH",39035,13,41.4301347,-81.6905558
2038,"Sep., 2016",2016/09,"Cuyahoga County, OH",39035,15,41.4301347,-81.6905558
2062,"Oct., 2016",2016/10,"Cuyahoga County, OH",39035,20,41.4301347,-81.6905558
2091,"Nov., 2016",2016/11,"Cuyahoga County, OH",39035,19,41.4301347,-81.6905558
2114,"Dec., 2016",2016/12,"Cuyahoga County, OH",39035,14,41.4301347,-81.6905558
18,"Jan., 2007",2007/01,"Dallas County, TX",48113,13,32.7620405,-96.7790069
34,"Feb., 2007",2007/02,"Dallas County, TX",48113,16,32.7620405,-96.7790069
50,"Mar., 2007",2007/03,"Dallas County, TX",48113,22,32.7620405,-96.7790069
69,"Apr., 2007",2007/04,"Dallas County, TX",48113,14,32.7620405,-96.7790069
90,"May, 2007",2007/05,"Dallas County, TX",48113,26,32.7620405,-96.7790069
110,"Jun., 2007",2007/06,"Dallas County, TX",48113,14,32.7620405,-96.7790069
135,"Jul., 2007",2007/07,"Dallas County, TX",48113,13,32.7620405,-96.7790069
159,"Aug., 2007",2007/08,"Dallas County, TX",48113,14,32.7620405,-96.7790069
179,"Sep., 2007",2007/09,"Dallas County, TX",48113,18,32.7620405,-96.7790069
198,"Oct., 2007",2007/10,"Dallas County, TX",48113,20,32.7620405,-96.7790069
222,"Nov., 2007",2007/11,"Dallas County, TX",48113,15,32.7620405,-96.7790069
241,"Dec., 2007",2007/12,"Dallas County, TX",48113,16,32.7620405,-96.7790069
257,"Jan., 2008",2008/01,"Dallas County, TX",48113,10,32.7620405,-96.7790069
271,"Feb., 2008",2008/02,"Dallas County, TX",48113,16,32.7620405,-96.7790069
288,"Mar., 2008",2008/03,"Dallas County, TX",48113,13,32.7620405,-96.7790069
307,"Apr., 2008",2008/04,"Dallas County, TX",48113,19,32.7620405,-96.7790069
328,"May, 2008",2008/05,"Dallas County, TX",48113,16,32.7620405,-96.7790069
350,"Jun., 2008",2008/06,"Dallas County, TX",48113,14,32.7620405,-96.7790069
389,"Aug., 2008",2008/08,"Dallas County, TX",48113,11,32.7620405,-96.7790069
410,"Sep., 2008",2008/09,"Dallas County, TX",48113,10,32.7620405,-96.7790069
433,"Oct., 2008",2008/10,"Dallas County, TX",48113,20,32.7620405,-96.7790069
452,"Nov., 2008",2008/11,"Dallas County, TX",48113,22,32.7620405,-96.7790069
468,"Dec., 2008",2008/12,"Dallas County, TX",48113,19,32.7620405,-96.7790069
481,"Jan., 2009",2009/01,"Dallas County, TX",48113,15,32.7620405,-96.7790069
490,"Feb., 2009",2009/02,"Dallas County, TX",48113,10,32.7620405,-96.7790069
506,"Mar., 2009",2009/03,"Dallas County, TX",48113,15,32.7620405,-96.7790069
522,"Apr., 2009",2009/04,"Dallas County, TX",48113,13,32.7620405,-96.7790069
539,"May, 2009",2009/05,"Dallas County, TX",48113,16,32.7620405,-96.7790069
556,"Jun., 2009",2009/06,"Dallas County, TX",48113,13,32.7620405,-96.7790069
577,"Jul., 2009",2009/07,"Dallas County, TX",48113,10,32.7620405,-96.7790069
609,"Sep., 2009",2009/09,"Dallas County, TX",48113,15,32.7620405,-96.7790069
624,"Oct., 2009",2009/10,"Dallas County, TX",48113,20,32.7620405,-96.7790069
639,"Nov., 2009",2009/11,"Dallas County, TX",48113,17,32.7620405,-96.7790069
654,"Dec., 2009",2009/12,"Dallas County, TX",48113,14,32.7620405,-96.7790069
675,"Feb., 2010",2010/02,"Dallas County, TX",48113,11,32.7620405,-96.7790069
691,"Mar., 2010",2010/03,"Dallas County, TX",48113,17,32.7620405,-96.7790069
709,"Apr., 2010",2010/04,"Dallas County, TX",48113,11,32.7620405,-96.7790069
741,"Jun., 2010",2010/06,"Dallas County, TX",48113,17,32.7620405,-96.7790069
759,"Jul., 2010",2010/07,"Dallas County, TX",48113,13,32.7620405,-96.7790069
777,"Aug., 2010",2010/08,"Dallas County, TX",48113,12,32.7620405,-96.7790069
793,"Sep., 2010",2010/09,"Dallas County, TX",48113,14,32.7620405,-96.7790069
806,"Oct., 2010",2010/10,"Dallas County, TX",48113,15,32.7620405,-96.7790069
822,"Nov., 2010",2010/11,"Dallas County, TX",48113,12,32.7620405,-96.7790069
838,"Dec., 2010",2010/12,"Dallas County, TX",48113,10,32.7620405,-96.7790069
861,"Feb., 2011",2011/02,"Dallas County, TX",48113,10,32.7620405,-96.7790069
907,"May, 2011",2011/05,"Dallas County, TX",48113,18,32.7620405,-96.7790069
922,"Jun., 2011",2011/06,"Dallas County, TX",48113,14,32.7620405,-96.7790069
940,"Jul., 2011",2011/07,"Dallas County, TX",48113,23,32.7620405,-96.7790069
991,"Oct., 2011",2011/10,"Dallas County, TX",48113,11,32.7620405,-96.7790069
1015,"Dec., 2011",2011/12,"Dallas County, TX",48113,14,32.7620405,-96.7790069
1058,"Mar., 2012",2012/03,"Dallas County, TX",48113,10,32.7620405,-96.7790069
1073,"Apr., 2012",2012/04,"Dallas County, TX",48113,12,32.7620405,-96.7790069
1090,"May, 2012",2012/05,"Dallas County, TX",48113,18,32.7620405,-96.7790069
1109,"Jun., 2012",2012/06,"Dallas County, TX",48113,14,32.7620405,-96.7790069
1146,"Aug., 2012",2012/08,"Dallas County, TX",48113,12,32.7620405,-96.7790069
1166,"Sep., 2012",2012/09,"Dallas County, TX",48113,13,32.7620405,-96.7790069
1179,"Oct., 2012",2012/10,"Dallas County, TX",48113,10,32.7620405,-96.7790069
1197,"Nov., 2012",2012/11,"Dallas County, TX",48113,24,32.7620405,-96.7790069
1212,"Dec., 2012",2012/12,"Dallas County, TX",48113,13,32.7620405,-96.7790069
1228,"Jan., 2013",2013/01,"Dallas County, TX",48113,10,32.7620405,-96.7790069
1240,"Feb., 2013",2013/02,"Dallas County, TX",48113,12,32.7620405,-96.7790069
1256,"Mar., 2013",2013/03,"Dallas County, TX",48113,16,32.7620405,-96.7790069
1271,"Apr., 2013",2013/04,"Dallas County, TX",48113,10,32.7620405,-96.7790069
1320,"Jul., 2013",2013/07,"Dallas County, TX",48113,18,32.7620405,-96.7790069
1340,"Aug., 2013",2013/08,"Dallas County, TX",48113,22,32.7620405,-96.7790069
1355,"Sep., 2013",2013/09,"Dallas County, TX",48113,17,32.7620405,-96.7790069
1372,"Oct., 2013",2013/10,"Dallas County, TX",48113,10,32.7620405,-96.7790069
1390,"Nov., 2013",2013/11,"Dallas County, TX",48113,12,32.7620405,-96.7790069
1406,"Dec., 2013",2013/12,"Dallas County, TX",48113,10,32.7620405,-96.7790069
1418,"Jan., 2014",2014/01,"Dallas County, TX",48113,12,32.7620405,-96.7790069
1454,"Apr., 2014",2014/04,"Dallas County, TX",48113,10,32.7620405,-96.7790069
1490,"Jun., 2014",2014/06,"Dallas County, TX",48113,11,32.7620405,-96.7790069
1518,"Aug., 2014",2014/08,"Dallas County, TX",48113,15,32.7620405,-96.7790069
1553,"Oct., 2014",2014/10,"Dallas County, TX",48113,13,32.7620405,-96.7790069
1567,"Nov., 2014",2014/11,"Dallas County, TX",48113,11,32.7620405,-96.7790069
1585,"Dec., 2014",2014/12,"Dallas County, TX",48113,10,32.7620405,-96.7790069
1604,"Jan., 2015",2015/01,"Dallas County, TX",48113,13,32.7620405,-96.7790069
1634,"Mar., 2015",2015/03,"Dallas County, TX",48113,13,32.7620405,-96.7790069
1647,"Apr., 2015",2015/04,"Dallas County, TX",48113,12,32.7620405,-96.7790069
1669,"May, 2015",2015/05,"Dallas County, TX",48113,14,32.7620405,-96.7790069
1694,"Jun., 2015",2015/06,"Dallas County, TX",48113,20,32.7620405,-96.7790069
1723,"Jul., 2015",2015/07,"Dallas County, TX",48113,15,32.7620405,-96.7790069
1748,"Aug., 2015",2015/08,"Dallas County, TX",48113,13,32.7620405,-96.7790069
1773,"Sep., 2015",2015/09,"Dallas County, TX",48113,13,32.7620405,-96.7790069
1797,"Oct., 2015",2015/10,"Dallas County, TX",48113,11,32.7620405,-96.7790069
1842,"Dec., 2015",2015/12,"Dallas County, TX",48113,13,32.7620405,-96.7790069
1860,"Jan., 2016",2016/01,"Dallas County, TX",48113,14,32.7620405,-96.7790069
1891,"Mar., 2016",2016/03,"Dallas County, TX",48113,23,32.7620405,-96.7790069
1910,"Apr., 2016",2016/04,"Dallas County, TX",48113,10,32.7620405,-96.7790069
1934,"May, 2016",2016/05,"Dallas County, TX",48113,18,32.7620405,-96.7790069
1961,"Jun., 2016",2016/06,"Dallas County, TX",48113,15,32.7620405,-96.7790069
1987,"Jul., 2016",2016/07,"Dallas County, TX",48113,16,32.7620405,-96.7790069
2019,"Aug., 2016",2016/08,"Dallas County, TX",48113,15,32.7620405,-96.7790069
2043,"Sep., 2016",2016/09,"Dallas County, TX",48113,18,32.7620405,-96.7790069
2068,"Oct., 2016",2016/10,"Dallas County, TX",48113,17,32.7620405,-96.7790069
2095,"Nov., 2016",2016/11,"Dallas County, TX",48113,10,32.7620405,-96.7790069
575,"Jul., 2009",2009/07,"Davidson County, TN",47037,10,36.189724,-86.7857862
2041,"Sep., 2016",2016/09,"Davidson County, TN",47037,11,36.189724,-86.7857862
2117,"Dec., 2016",2016/12,"Davidson County, TN",47037,13,36.189724,-86.7857862
25,"Feb., 2007",2007/02,"DeKalb County, GA",13089,10,33.7575613,-84.2186508
146,"Aug., 2007",2007/08,"DeKalb County, GA",13089,10,33.7575613,-84.2186508
167,"Sep., 2007",2007/09,"DeKalb County, GA",13089,10,33.7575613,-84.2186508
210,"Nov., 2007",2007/11,"DeKalb County, GA",13089,11,33.7575613,-84.2186508
277,"Mar., 2008",2008/03,"DeKalb County, GA",13089,10,33.7575613,-84.2186508
337,"Jun., 2008",2008/06,"DeKalb County, GA",13089,10,33.7575613,-84.2186508
420,"Oct., 2008",2008/10,"DeKalb County, GA",13089,11,33.7575613,-84.2186508
565,"Jul., 2009",2009/07,"DeKalb County, GA",13089,11,33.7575613,-84.2186508
1079,"May, 2012",2012/05,"DeKalb County, GA",13089,11,33.7575613,-84.2186508
1173,"Oct., 2012",2012/10,"DeKalb County, GA",13089,10,33.7575613,-84.2186508
1541,"Oct., 2014",2014/10,"DeKalb County, GA",13089,10,33.7575613,-84.2186508
1703,"Jul., 2015",2015/07,"DeKalb County, GA",13089,10,33.7575613,-84.2186508
1783,"Oct., 2015",2015/10,"DeKalb County, GA",13089,12,33.7575613,-84.2186508
1809,"Nov., 2015",2015/11,"DeKalb County, GA",13089,10,33.7575613,-84.2186508
1899,"Apr., 2016",2016/04,"DeKalb County, GA",13089,13,33.7575613,-84.2186508
1945,"Jun., 2016",2016/06,"DeKalb County, GA",13089,12,33.7575613,-84.2186508
1972,"Jul., 2016",2016/07,"DeKalb County, GA",13089,12,33.7575613,-84.2186508
4,"Jan., 2007",2007/01,"District of Columbia, DC",11001,14,38.8949549,-77.0366456
39,"Mar., 2007",2007/03,"District of Columbia, DC",11001,10,38.8949549,-77.0366456
56,"Apr., 2007",2007/04,"District of Columbia, DC",11001,10,38.8949549,-77.0366456
97,"Jun., 2007",2007/06,"District of Columbia, DC",11001,20,38.8949549,-77.0366456
143,"Aug., 2007",2007/08,"District of Columbia, DC",11001,10,38.8949549,-77.0366456
165,"Sep., 2007",2007/09,"District of Columbia, DC",11001,14,38.8949549,-77.0366456
186,"Oct., 2007",2007/10,"District of Columbia, DC",11001,16,38.8949549,-77.0366456
205,"Nov., 2007",2007/11,"District of Columbia, DC",11001,10,38.8949549,-77.0366456
292,"Apr., 2008",2008/04,"District of Columbia, DC",11001,12,38.8949549,-77.0366456
314,"May, 2008",2008/05,"District of Columbia, DC",11001,14,38.8949549,-77.0366456
334,"Jun., 2008",2008/06,"District of Columbia, DC",11001,14,38.8949549,-77.0366456
356,"Jul., 2008",2008/07,"District of Columbia, DC",11001,16,38.8949549,-77.0366456
377,"Aug., 2008",2008/08,"District of Columbia, DC",11001,15,38.8949549,-77.0366456
396,"Sep., 2008",2008/09,"District of Columbia, DC",11001,10,38.8949549,-77.0366456
416,"Oct., 2008",2008/10,"District of Columbia, DC",11001,14,38.8949549,-77.0366456
544,"Jun., 2009",2009/06,"District of Columbia, DC",11001,10,38.8949549,-77.0366456
563,"Jul., 2009",2009/07,"District of Columbia, DC",11001,13,38.8949549,-77.0366456
583,"Aug., 2009",2009/08,"District of Columbia, DC",11001,10,38.8949549,-77.0366456
614,"Oct., 2009",2009/10,"District of Columbia, DC",11001,15,38.8949549,-77.0366456
714,"May, 2010",2010/05,"District of Columbia, DC",11001,11,38.8949549,-77.0366456
812,"Nov., 2010",2010/11,"District of Columbia, DC",11001,11,38.8949549,-77.0366456
1410,"Jan., 2014",2014/01,"District of Columbia, DC",11001,11,38.8949549,-77.0366456
1432,"Mar., 2014",2014/03,"District of Columbia, DC",11001,10,38.8949549,-77.0366456
1700,"Jul., 2015",2015/07,"District of Columbia, DC",11001,11,38.8949549,-77.0366456
1731,"Aug., 2015",2015/08,"District of Columbia, DC",11001,13,38.8949549,-77.0366456
1753,"Sep., 2015",2015/09,"District of Columbia, DC",11001,12,38.8949549,-77.0366456
1781,"Oct., 2015",2015/10,"District of Columbia, DC",11001,11,38.8949549,-77.0366456
1804,"Nov., 2015",2015/11,"District of Columbia, DC",11001,15,38.8949549,-77.0366456
1917,"May, 2016",2016/05,"District of Columbia, DC",11001,10,38.8949549,-77.0366456
1941,"Jun., 2016",2016/06,"District of Columbia, DC",11001,11,38.8949549,-77.0366456
1995,"Aug., 2016",2016/08,"District of Columbia, DC",11001,10,38.8949549,-77.0366456
2025,"Sep., 2016",2016/09,"District of Columbia, DC",11001,13,38.8949549,-77.0366456
1598,"Jan., 2015",2015/01,"Douglas County, NE",31055,11,41.2954112,-96.1415672
5,"Jan., 2007",2007/01,"Duval County, FL",12031,14,30.3540073,-81.6632109
76,"May, 2007",2007/05,"Duval County, FL",12031,10,30.3540073,-81.6632109
99,"Jun., 2007",2007/06,"Duval County, FL",12031,11,30.3540073,-81.6632109
118,"Jul., 2007",2007/07,"Duval County, FL",12031,16,30.3540073,-81.6632109
144,"Aug., 2007",2007/08,"Duval County, FL",12031,12,30.3540073,-81.6632109
187,"Oct., 2007",2007/10,"Duval County, FL",12031,13,30.3540073,-81.6632109
207,"Nov., 2007",2007/11,"Duval County, FL",12031,11,30.3540073,-81.6632109
247,"Jan., 2008",2008/01,"Duval County, FL",12031,11,30.3540073,-81.6632109
293,"Apr., 2008",2008/04,"Duval County, FL",12031,10,30.3540073,-81.6632109
335,"Jun., 2008",2008/06,"Duval County, FL",12031,13,30.3540073,-81.6632109
357,"Jul., 2008",2008/07,"Duval County, FL",12031,12,30.3540073,-81.6632109
397,"Sep., 2008",2008/09,"Duval County, FL",12031,13,30.3540073,-81.6632109
417,"Oct., 2008",2008/10,"Duval County, FL",12031,12,30.3540073,-81.6632109
440,"Nov., 2008",2008/11,"Duval County, FL",12031,13,30.3540073,-81.6632109
472,"Jan., 2009",2009/01,"Duval County, FL",12031,10,30.3540073,-81.6632109
528,"May, 2009",2009/05,"Duval County, FL",12031,10,30.3540073,-81.6632109
584,"Aug., 2009",2009/08,"Duval County, FL",12031,10,30.3540073,-81.6632109
599,"Sep., 2009",2009/09,"Duval County, FL",12031,11,30.3540073,-81.6632109
615,"Oct., 2009",2009/10,"Duval County, FL",12031,11,30.3540073,-81.6632109
644,"Dec., 2009",2009/12,"Duval County, FL",12031,15,30.3540073,-81.6632109
695,"Apr., 2010",2010/04,"Duval County, FL",12031,10,30.3540073,-81.6632109
895,"May, 2011",2011/05,"Duval County, FL",12031,14,30.3540073,-81.6632109
1049,"Mar., 2012",2012/03,"Duval County, FL",12031,12,30.3540073,-81.6632109
1097,"Jun., 2012",2012/06,"Duval County, FL",12031,10,30.3540073,-81.6632109
1154,"Sep., 2012",2012/09,"Duval County, FL",12031,10,30.3540073,-81.6632109
1203,"Dec., 2012",2012/12,"Duval County, FL",12031,13,30.3540073,-81.6632109
1246,"Mar., 2013",2013/03,"Duval County, FL",12031,10,30.3540073,-81.6632109
1307,"Jul., 2013",2013/07,"Duval County, FL",12031,14,30.3540073,-81.6632109
1327,"Aug., 2013",2013/08,"Duval County, FL",12031,10,30.3540073,-81.6632109
1377,"Nov., 2013",2013/11,"Duval County, FL",12031,10,30.3540073,-81.6632109
1477,"Jun., 2014",2014/06,"Duval County, FL",12031,13,30.3540073,-81.6632109
1496,"Jul., 2014",2014/07,"Duval County, FL",12031,10,30.3540073,-81.6632109
1523,"Sep., 2014",2014/09,"Duval County, FL",12031,10,30.3540073,-81.6632109
1571,"Dec., 2014",2014/12,"Duval County, FL",12031,11,30.3540073,-81.6632109
1655,"May, 2015",2015/05,"Duval County, FL",12031,13,30.3540073,-81.6632109
1678,"Jun., 2015",2015/06,"Duval County, FL",12031,11,30.3540073,-81.6632109
1754,"Sep., 2015",2015/09,"Duval County, FL",12031,10,30.3540073,-81.6632109
1806,"Nov., 2015",2015/11,"Duval County, FL",12031,11,30.3540073,-81.6632109
1828,"Dec., 2015",2015/12,"Duval County, FL",12031,11,30.3540073,-81.6632109
1848,"Jan., 2016",2016/01,"Duval County, FL",12031,13,30.3540073,-81.6632109
1969,"Jul., 2016",2016/07,"Duval County, FL",12031,12,30.3540073,-81.6632109
60,"Apr., 2007",2007/04,"East Baton Rouge Parish, LA",22033,10,30.5254797,-91.0899217
170,"Sep., 2007",2007/09,"East Baton Rouge Parish, LA",22033,10,30.5254797,-91.0899217
296,"Apr., 2008",2008/04,"East Baton Rouge Parish, LA",22033,11,30.5254797,-91.0899217
462,"Dec., 2008",2008/12,"East Baton Rouge Parish, LA",22033,10,30.5254797,-91.0899217
568,"Jul., 2009",2009/07,"East Baton Rouge Parish, LA",22033,14,30.5254797,-91.0899217
718,"May, 2010",2010/05,"East Baton Rouge Parish, LA",22033,14,30.5254797,-91.0899217
732,"Jun., 2010",2010/06,"East Baton Rouge Parish, LA",22033,12,30.5254797,-91.0899217
857,"Feb., 2011",2011/02,"East Baton Rouge Parish, LA",22033,11,30.5254797,-91.0899217
965,"Sep., 2011",2011/09,"East Baton Rouge Parish, LA",22033,12,30.5254797,-91.0899217
1082,"May, 2012",2012/05,"East Baton Rouge Parish, LA",22033,10,30.5254797,-91.0899217
1101,"Jun., 2012",2012/06,"East Baton Rouge Parish, LA",22033,12,30.5254797,-91.0899217
1137,"Aug., 2012",2012/08,"East Baton Rouge Parish, LA",22033,13,30.5254797,-91.0899217
1220,"Jan., 2013",2013/01,"East Baton Rouge Parish, LA",22033,11,30.5254797,-91.0899217
1682,"Jun., 2015",2015/06,"East Baton Rouge Parish, LA",22033,10,30.5254797,-91.0899217
2082,"Nov., 2016",2016/11,"East Baton Rouge Parish, LA",22033,13,30.5254797,-91.0899217
928,"Jul., 2011",2011/07,"El Paso County, CO",8041,11,38.8287435,-104.5253456
591,"Aug., 2009",2009/08,"Erie County, NY",36029,16,42.7164263,-78.7620327
773,"Aug., 2010",2010/08,"Erie County, NY",36029,10,42.7164263,-78.7620327
1766,"Sep., 2015",2015/09,"Erie County, NY",36029,11,42.7164263,-78.7620327
13,"Jan., 2007",2007/01,"Essex County, NJ",34013,10,40.7913922,-74.2479444
175,"Sep., 2007",2007/09,"Essex County, NJ",34013,12,40.7913922,-74.2479444
193,"Oct., 2007",2007/10,"Essex County, NJ",34013,11,40.7913922,-74.2479444
219,"Nov., 2007",2007/11,"Essex County, NJ",34013,12,40.7913922,-74.2479444
236,"Dec., 2007",2007/12,"Essex County, NJ",34013,12,40.7913922,-74.2479444
303,"Apr., 2008",2008/04,"Essex County, NJ",34013,11,40.7913922,-74.2479444
405,"Sep., 2008",2008/09,"Essex County, NJ",34013,10,40.7913922,-74.2479444
572,"Jul., 2009",2009/07,"Essex County, NJ",34013,12,40.7913922,-74.2479444
635,"Nov., 2009",2009/11,"Essex County, NJ",34013,13,40.7913922,-74.2479444
649,"Dec., 2009",2009/12,"Essex County, NJ",34013,12,40.7913922,-74.2479444
751,"Jul., 2010",2010/07,"Essex County, NJ",34013,13,40.7913922,-74.2479444
772,"Aug., 2010",2010/08,"Essex County, NJ",34013,12,40.7913922,-74.2479444
834,"Dec., 2010",2010/12,"Essex County, NJ",34013,15,40.7913922,-74.2479444
850,"Jan., 2011",2011/01,"Essex County, NJ",34013,11,40.7913922,-74.2479444
919,"Jun., 2011",2011/06,"Essex County, NJ",34013,11,40.7913922,-74.2479444
936,"Jul., 2011",2011/07,"Essex County, NJ",34013,13,40.7913922,-74.2479444
971,"Sep., 2011",2011/09,"Essex County, NJ",34013,10,40.7913922,-74.2479444
1040,"Feb., 2012",2012/02,"Essex County, NJ",34013,10,40.7913922,-74.2479444
1122,"Jul., 2012",2012/07,"Essex County, NJ",34013,13,40.7913922,-74.2479444
1266,"Apr., 2013",2013/04,"Essex County, NJ",34013,10,40.7913922,-74.2479444
1282,"May, 2013",2013/05,"Essex County, NJ",34013,10,40.7913922,-74.2479444
1297,"Jun., 2013",2013/06,"Essex County, NJ",34013,12,40.7913922,-74.2479444
1316,"Jul., 2013",2013/07,"Essex County, NJ",34013,11,40.7913922,-74.2479444
1334,"Aug., 2013",2013/08,"Essex County, NJ",34013,10,40.7913922,-74.2479444
1351,"Sep., 2013",2013/09,"Essex County, NJ",34013,11,40.7913922,-74.2479444
1368,"Oct., 2013",2013/10,"Essex County, NJ",34013,13,40.7913922,-74.2479444
1384,"Nov., 2013",2013/11,"Essex County, NJ",34013,12,40.7913922,-74.2479444
1402,"Dec., 2013",2013/12,"Essex County, NJ",34013,11,40.7913922,-74.2479444
1438,"Mar., 2014",2014/03,"Essex County, NJ",34013,10,40.7913922,-74.2479444
1486,"Jun., 2014",2014/06,"Essex County, NJ",34013,10,40.7913922,-74.2479444
1532,"Sep., 2014",2014/09,"Essex County, NJ",34013,10,40.7913922,-74.2479444
1563,"Nov., 2014",2014/11,"Essex County, NJ",34013,13,40.7913922,-74.2479444
1645,"Apr., 2015",2015/04,"Essex County, NJ",34013,11,40.7913922,-74.2479444
1716,"Jul., 2015",2015/07,"Essex County, NJ",34013,14,40.7913922,-74.2479444
1765,"Sep., 2015",2015/09,"Essex County, NJ",34013,13,40.7913922,-74.2479444
1836,"Dec., 2015",2015/12,"Essex County, NJ",34013,12,40.7913922,-74.2479444
1857,"Jan., 2016",2016/01,"Essex County, NJ",34013,11,40.7913922,-74.2479444
1982,"Jul., 2016",2016/07,"Essex County, NJ",34013,12,40.7913922,-74.2479444
2010,"Aug., 2016",2016/08,"Essex County, NJ",34013,10,40.7913922,-74.2479444
2090,"Nov., 2016",2016/11,"Essex County, NJ",34013,10,40.7913922,-74.2479444
1202,"Dec., 2012",2012/12,"Fairfield County, CT",9001,28,41.2943069,-73.37486
347,"Jun., 2008",2008/06,"Franklin County, OH",39049,10,40.0283162,-83.0076657
430,"Oct., 2008",2008/10,"Franklin County, OH",39049,11,40.0283162,-83.0076657
478,"Jan., 2009",2009/01,"Franklin County, OH",39049,11,40.0283162,-83.0076657
