,Month,Month Code,County,County Code,Deaths,latitude,longitude,Population,
115,"Jul., 2007",2007/07,"Los Angeles County, CA",6037,81,34.3155072,-118.2096814,"9,735,000",
141,"Aug., 2007",2007/08,"Los Angeles County, CA",6037,73,34.3155072,-118.2096814,"9,735,000",
164,"Sep., 2007",2007/09,"Los Angeles County, CA",6037,56,34.3155072,-118.2096814,"9,735,000",
185,"Oct., 2007",2007/10,"Los Angeles County, CA",6037,59,34.3155072,-118.2096814,"9,735,000",
204,"Nov., 2007",2007/11,"Los Angeles County, CA",6037,48,34.3155072,-118.2096814,"9,735,000",
227,"Dec., 2007",2007/12,"Los Angeles County, CA",6037,49,34.3155072,-118.2096814,"9,735,000",
245,"Jan., 2008",2008/01,"Los Angeles County, CA",6037,60,34.3155072,-118.2096814,"9,779,000",
261,"Feb., 2008",2008/02,"Los Angeles County, CA",6037,50,34.3155072,-118.2096814,"9,779,000",
275,"Mar., 2008",2008/03,"Los Angeles County, CA",6037,70,34.3155072,-118.2096814,"9,779,000",
291,"Apr., 2008",2008/04,"Los Angeles County, CA",6037,59,34.3155072,-118.2096814,"9,779,000",
312,"May, 2008",2008/05,"Los Angeles County, CA",6037,55,34.3155072,-118.2096814,"9,779,000",
332,"Jun., 2008",2008/06,"Los Angeles County, CA",6037,48,34.3155072,-118.2096814,"9,779,000",
355,"Jul., 2008",2008/07,"Los Angeles County, CA",6037,49,34.3155072,-118.2096814,"9,779,000",
376,"Aug., 2008",2008/08,"Los Angeles County, CA",6037,60,34.3155072,-118.2096814,"9,779,000",
394,"Sep., 2008",2008/09,"Los Angeles County, CA",6037,43,34.3155072,-118.2096814,"9,779,000",
415,"Oct., 2008",2008/10,"Los Angeles County, CA",6037,64,34.3155072,-118.2096814,"9,779,000",
438,"Nov., 2008",2008/11,"Los Angeles County, CA",6037,58,34.3155072,-118.2096814,"9,779,000",
456,"Dec., 2008",2008/12,"Los Angeles County, CA",6037,55,34.3155072,-118.2096814,"9,779,000",
471,"Jan., 2009",2009/01,"Los Angeles County, CA",6037,56,34.3155072,-118.2096814,"9,848,000",
483,"Feb., 2009",2009/02,"Los Angeles County, CA",6037,42,34.3155072,-118.2096814,"9,848,000",
495,"Mar., 2009",2009/03,"Los Angeles County, CA",6037,53,34.3155072,-118.2096814,"9,848,000",
510,"Apr., 2009",2009/04,"Los Angeles County, CA",6037,41,34.3155072,-118.2096814,"9,848,000",
526,"May, 2009",2009/05,"Los Angeles County, CA",6037,56,34.3155072,-118.2096814,"9,848,000",
543,"Jun., 2009",2009/06,"Los Angeles County, CA",6037,44,34.3155072,-118.2096814,"9,848,000",
562,"Jul., 2009",2009/07,"Los Angeles County, CA",6037,56,34.3155072,-118.2096814,"9,848,000",
582,"Aug., 2009",2009/08,"Los Angeles County, CA",6037,57,34.3155072,-118.2096814,"9,848,000",
598,"Sep., 2009",2009/09,"Los Angeles County, CA",6037,40,34.3155072,-118.2096814,"9,848,000",
612,"Oct., 2009",2009/10,"Los Angeles County, CA",6037,42,34.3155072,-118.2096814,"9,848,000",
627,"Nov., 2009",2009/11,"Los Angeles County, CA",6037,45,34.3155072,-118.2096814,"9,848,000",
642,"Dec., 2009",2009/12,"Los Angeles County, CA",6037,43,34.3155072,-118.2096814,"9,848,000",
657,"Jan., 2010",2010/01,"Los Angeles County, CA",6037,39,34.3155072,-118.2096814,"9,826,000",
669,"Feb., 2010",2010/02,"Los Angeles County, CA",6037,32,34.3155072,-118.2096814,"9,826,000",
679,"Mar., 2010",2010/03,"Los Angeles County, CA",6037,57,34.3155072,-118.2096814,"9,826,000",
693,"Apr., 2010",2010/04,"Los Angeles County, CA",6037,53,34.3155072,-118.2096814,"9,826,000",
712,"May, 2010",2010/05,"Los Angeles County, CA",6037,61,34.3155072,-118.2096814,"9,826,000",
727,"Jun., 2010",2010/06,"Los Angeles County, CA",6037,38,34.3155072,-118.2096814,"9,826,000",
744,"Jul., 2010",2010/07,"Los Angeles County, CA",6037,46,34.3155072,-118.2096814,"9,826,000",
764,"Aug., 2010",2010/08,"Los Angeles County, CA",6037,45,34.3155072,-118.2096814,"9,826,000",
781,"Sep., 2010",2010/09,"Los Angeles County, CA",6037,33,34.3155072,-118.2096814,"9,826,000",
796,"Oct., 2010",2010/10,"Los Angeles County, CA",6037,40,34.3155072,-118.2096814,"9,826,000",
810,"Nov., 2010",2010/11,"Los Angeles County, CA",6037,40,34.3155072,-118.2096814,"9,826,000",
828,"Dec., 2010",2010/12,"Los Angeles County, CA",6037,42,34.3155072,-118.2096814,"9,826,000",
841,"Jan., 2011",2011/01,"Los Angeles County, CA",6037,36,34.3155072,-118.2096814,"9,897,000",
854,"Feb., 2011",2011/02,"Los Angeles County, CA",6037,37,34.3155072,-118.2096814,"9,897,000",
866,"Mar., 2011",2011/03,"Los Angeles County, CA",6037,29,34.3155072,-118.2096814,"9,897,000",
877,"Apr., 2011",2011/04,"Los Angeles County, CA",6037,38,34.3155072,-118.2096814,"9,897,000",
894,"May, 2011",2011/05,"Los Angeles County, CA",6037,52,34.3155072,-118.2096814,"9,897,000",
910,"Jun., 2011",2011/06,"Los Angeles County, CA",6037,39,34.3155072,-118.2096814,"9,897,000",
927,"Jul., 2011",2011/07,"Los Angeles County, CA",6037,38,34.3155072,-118.2096814,"9,897,000",
944,"Aug., 2011",2011/08,"Los Angeles County, CA",6037,36,34.3155072,-118.2096814,"9,897,000",
961,"Sep., 2011",2011/09,"Los Angeles County, CA",6037,35,34.3155072,-118.2096814,"9,897,000",
981,"Oct., 2011",2011/10,"Los Angeles County, CA",6037,44,34.3155072,-118.2096814,"9,897,000",
994,"Nov., 2011",2011/11,"Los Angeles County, CA",6037,37,34.3155072,-118.2096814,"9,897,000",
1007,"Dec., 2011",2011/12,"Los Angeles County, CA",6037,46,34.3155072,-118.2096814,"9,897,000",
1019,"Jan., 2012",2012/01,"Los Angeles County, CA",6037,38,34.3155072,-118.2096814,"9,970,000",
1035,"Feb., 2012",2012/02,"Los Angeles County, CA",6037,27,34.3155072,-118.2096814,"9,970,000",
1046,"Mar., 2012",2012/03,"Los Angeles County, CA",6037,33,34.3155072,-118.2096814,"9,970,000",
1062,"Apr., 2012",2012/04,"Los Angeles County, CA",6037,38,34.3155072,-118.2096814,"9,970,000",
1076,"May, 2012",2012/05,"Los Angeles County, CA",6037,30,34.3155072,-118.2096814,"9,970,000",
1095,"Jun., 2012",2012/06,"Los Angeles County, CA",6037,42,34.3155072,-118.2096814,"9,970,000",
1112,"Jul., 2012",2012/07,"Los Angeles County, CA",6037,42,34.3155072,-118.2096814,"9,970,000",
1132,"Aug., 2012",2012/08,"Los Angeles County, CA",6037,40,34.3155072,-118.2096814,"9,970,000",
1153,"Sep., 2012",2012/09,"Los Angeles County, CA",6037,32,34.3155072,-118.2096814,"9,970,000",
1169,"Oct., 2012",2012/10,"Los Angeles County, CA",6037,35,34.3155072,-118.2096814,"9,970,000",
1185,"Nov., 2012",2012/11,"Los Angeles County, CA",6037,42,34.3155072,-118.2096814,"9,970,000",
1201,"Dec., 2012",2012/12,"Los Angeles County, CA",6037,35,34.3155072,-118.2096814,"9,970,000",
1215,"Jan., 2013",2013/01,"Los Angeles County, CA",6037,32,34.3155072,-118.2096814,"10,050,000",
1231,"Feb., 2013",2013/02,"Los Angeles County, CA",6037,30,34.3155072,-118.2096814,"10,050,000",
1245,"Mar., 2013",2013/03,"Los Angeles County, CA",6037,50,34.3155072,-118.2096814,"10,050,000",
1260,"Apr., 2013",2013/04,"Los Angeles County, CA",6037,36,34.3155072,-118.2096814,"10,050,000",
1274,"May, 2013",2013/05,"Los Angeles County, CA",6037,43,34.3155072,-118.2096814,"10,050,000",
1288,"Jun., 2013",2013/06,"Los Angeles County, CA",6037,52,34.3155072,-118.2096814,"10,050,000",
1304,"Jul., 2013",2013/07,"Los Angeles County, CA",6037,49,34.3155072,-118.2096814,"10,050,000",
1325,"Aug., 2013",2013/08,"Los Angeles County, CA",6037,37,34.3155072,-118.2096814,"10,050,000",
1344,"Sep., 2013",2013/09,"Los Angeles County, CA",6037,37,34.3155072,-118.2096814,"10,050,000",
1359,"Oct., 2013",2013/10,"Los Angeles County, CA",6037,37,34.3155072,-118.2096814,"10,050,000",
1376,"Nov., 2013",2013/11,"Los Angeles County, CA",6037,32,34.3155072,-118.2096814,"10,050,000",
1394,"Dec., 2013",2013/12,"Los Angeles County, CA",6037,29,34.3155072,-118.2096814,"10,050,000",
1409,"Jan., 2014",2014/01,"Los Angeles County, CA",6037,28,34.3155072,-118.2096814,"10,110,000",
1421,"Feb., 2014",2014/02,"Los Angeles County, CA",6037,29,34.3155072,-118.2096814,"10,110,000",
1431,"Mar., 2014",2014/03,"Los Angeles County, CA",6037,41,34.3155072,-118.2096814,"10,110,000",
1444,"Apr., 2014",2014/04,"Los Angeles County, CA",6037,50,34.3155072,-118.2096814,"10,110,000",
1456,"May, 2014",2014/05,"Los Angeles County, CA",6037,45,34.3155072,-118.2096814,"10,110,000",
1475,"Jun., 2014",2014/06,"Los Angeles County, CA",6037,33,34.3155072,-118.2096814,"10,110,000",
1494,"Jul., 2014",2014/07,"Los Angeles County, CA",6037,32,34.3155072,-118.2096814,"10,110,000",
1508,"Aug., 2014",2014/08,"Los Angeles County, CA",6037,35,34.3155072,-118.2096814,"10,110,000",
1522,"Sep., 2014",2014/09,"Los Angeles County, CA",6037,31,34.3155072,-118.2096814,"10,110,000",
1539,"Oct., 2014",2014/10,"Los Angeles County, CA",6037,29,34.3155072,-118.2096814,"10,110,000",
1556,"Nov., 2014",2014/11,"Los Angeles County, CA",6037,35,34.3155072,-118.2096814,"10,110,000",
1570,"Dec., 2014",2014/12,"Los Angeles County, CA",6037,35,34.3155072,-118.2096814,"10,110,000",
1590,"Jan., 2015",2015/01,"Los Angeles County, CA",6037,29,34.3155072,-118.2096814,"10,170,000",
1609,"Feb., 2015",2015/02,"Los Angeles County, CA",6037,24,34.3155072,-118.2096814,"10,170,000",
1621,"Mar., 2015",2015/03,"Los Angeles County, CA",6037,40,34.3155072,-118.2096814,"10,170,000",
1637,"Apr., 2015",2015/04,"Los Angeles County, CA",6037,46,34.3155072,-118.2096814,"10,170,000",
1652,"May, 2015",2015/05,"Los Angeles County, CA",6037,31,34.3155072,-118.2096814,"10,170,000",
1676,"Jun., 2015",2015/06,"Los Angeles County, CA",6037,38,34.3155072,-118.2096814,"10,170,000",
1699,"Jul., 2015",2015/07,"Los Angeles County, CA",6037,43,34.3155072,-118.2096814,"10,170,000",
1729,"Aug., 2015",2015/08,"Los Angeles County, CA",6037,51,34.3155072,-118.2096814,"10,170,000",
1752,"Sep., 2015",2015/09,"Los Angeles County, CA",6037,49,34.3155072,-118.2096814,"10,170,000",
1777,"Oct., 2015",2015/10,"Los Angeles County, CA",6037,30,34.3155072,-118.2096814,"10,170,000",
1802,"Nov., 2015",2015/11,"Los Angeles County, CA",6037,40,34.3155072,-118.2096814,"10,170,000",
1825,"Dec., 2015",2015/12,"Los Angeles County, CA",6037,36,34.3155072,-118.2096814,"10,170,000",
1847,"Jan., 2016",2016/01,"Los Angeles County, CA",6037,35,34.3155072,-118.2096814,"9,818,605",
1864,"Feb., 2016",2016/02,"Los Angeles County, CA",6037,45,34.3155072,-118.2096814,"9,818,605",
1876,"Mar., 2016",2016/03,"Los Angeles County, CA",6037,38,34.3155072,-118.2096814,"9,818,605",
1896,"Apr., 2016",2016/04,"Los Angeles County, CA",6037,40,34.3155072,-118.2096814,"9,818,605",
1915,"May, 2016",2016/05,"Los Angeles County, CA",6037,36,34.3155072,-118.2096814,"9,818,605",
1939,"Jun., 2016",2016/06,"Los Angeles County, CA",6037,52,34.3155072,-118.2096814,"9,818,605",
1966,"Jul., 2016",2016/07,"Los Angeles County, CA",6037,40,34.3155072,-118.2096814,"9,818,605",
1992,"Aug., 2016",2016/08,"Los Angeles County, CA",6037,50,34.3155072,-118.2096814,"9,818,605",
2024,"Sep., 2016",2016/09,"Los Angeles County, CA",6037,47,34.3155072,-118.2096814,"9,818,605",
2050,"Oct., 2016",2016/10,"Los Angeles County, CA",6037,57,34.3155072,-118.2096814,"9,818,605",
2074,"Nov., 2016",2016/11,"Los Angeles County, CA",6037,44,34.3155072,-118.2096814,"9,818,605",
2100,"Dec., 2016",2016/12,"Los Angeles County, CA",6037,30,34.3155072,-118.2096814,"9,818,605",
0,"Jan., 2007",2007/01,"Maricopa County, AZ",4013,24,33.34883,-112.49123,"3,873,000",
20,"Feb., 2007",2007/02,"Maricopa County, AZ",4013,26,33.34883,-112.49123,"3,873,000",
36,"Mar., 2007",2007/03,"Maricopa County, AZ",4013,21,33.34883,-112.49123,"3,873,000",
53,"Apr., 2007",2007/04,"Maricopa County, AZ",4013,21,33.34883,-112.49123,"3,873,000",
72,"May, 2007",2007/05,"Maricopa County, AZ",4013,30,33.34883,-112.49123,"3,873,000",
93,"Jun., 2007",2007/06,"Maricopa County, AZ",4013,20,33.34883,-112.49123,"3,873,000",
113,"Jul., 2007",2007/07,"Maricopa County, AZ",4013,34,33.34883,-112.49123,"3,873,000",
138,"Aug., 2007",2007/08,"Maricopa County, AZ",4013,20,33.34883,-112.49123,"3,873,000",
162,"Sep., 2007",2007/09,"Maricopa County, AZ",4013,18,33.34883,-112.49123,"3,873,000",
183,"Oct., 2007",2007/10,"Maricopa County, AZ",4013,21,33.34883,-112.49123,"3,873,000",
203,"Nov., 2007",2007/11,"Maricopa County, AZ",4013,30,33.34883,-112.49123,"3,873,000",
224,"Dec., 2007",2007/12,"Maricopa County, AZ",4013,12,33.34883,-112.49123,"3,873,000",
244,"Jan., 2008",2008/01,"Maricopa County, AZ",4013,21,33.34883,-112.49123,"3,958,000",
259,"Feb., 2008",2008/02,"Maricopa County, AZ",4013,21,33.34883,-112.49123,"3,958,000",
273,"Mar., 2008",2008/03,"Maricopa County, AZ",4013,21,33.34883,-112.49123,"3,958,000",
290,"Apr., 2008",2008/04,"Maricopa County, AZ",4013,29,33.34883,-112.49123,"3,958,000",
310,"May, 2008",2008/05,"Maricopa County, AZ",4013,18,33.34883,-112.49123,"3,958,000",
330,"Jun., 2008",2008/06,"Maricopa County, AZ",4013,29,33.34883,-112.49123,"3,958,000",
353,"Jul., 2008",2008/07,"Maricopa County, AZ",4013,15,33.34883,-112.49123,"3,958,000",
373,"Aug., 2008",2008/08,"Maricopa County, AZ",4013,16,33.34883,-112.49123,"3,958,000",
392,"Sep., 2008",2008/09,"Maricopa County, AZ",4013,13,33.34883,-112.49123,"3,958,000",
414,"Oct., 2008",2008/10,"Maricopa County, AZ",4013,15,33.34883,-112.49123,"3,958,000",
436,"Nov., 2008",2008/11,"Maricopa County, AZ",4013,16,33.34883,-112.49123,"3,958,000",
455,"Dec., 2008",2008/12,"Maricopa County, AZ",4013,19,33.34883,-112.49123,"3,958,000",
470,"Jan., 2009",2009/01,"Maricopa County, AZ",4013,11,33.34883,-112.49123,"4,023,000",
492,"Mar., 2009",2009/03,"Maricopa County, AZ",4013,15,33.34883,-112.49123,"4,023,000",
508,"Apr., 2009",2009/04,"Maricopa County, AZ",4013,13,33.34883,-112.49123,"4,023,000",
525,"May, 2009",2009/05,"Maricopa County, AZ",4013,15,33.34883,-112.49123,"4,023,000",
542,"Jun., 2009",2009/06,"Maricopa County, AZ",4013,17,33.34883,-112.49123,"4,023,000",
558,"Jul., 2009",2009/07,"Maricopa County, AZ",4013,16,33.34883,-112.49123,"4,023,000",
579,"Aug., 2009",2009/08,"Maricopa County, AZ",4013,11,33.34883,-112.49123,"4,023,000",
596,"Sep., 2009",2009/09,"Maricopa County, AZ",4013,14,33.34883,-112.49123,"4,023,000",
611,"Oct., 2009",2009/10,"Maricopa County, AZ",4013,10,33.34883,-112.49123,"4,023,000",
641,"Dec., 2009",2009/12,"Maricopa County, AZ",4013,11,33.34883,-112.49123,"4,023,000",
656,"Jan., 2010",2010/01,"Maricopa County, AZ",4013,21,33.34883,-112.49123,"3,826,000",
668,"Feb., 2010",2010/02,"Maricopa County, AZ",4013,15,33.34883,-112.49123,"3,826,000",
677,"Mar., 2010",2010/03,"Maricopa County, AZ",4013,13,33.34883,-112.49123,"3,826,000",
711,"May, 2010",2010/05,"Maricopa County, AZ",4013,13,33.34883,-112.49123,"3,826,000",
743,"Jul., 2010",2010/07,"Maricopa County, AZ",4013,17,33.34883,-112.49123,"3,826,000",
762,"Aug., 2010",2010/08,"Maricopa County, AZ",4013,20,33.34883,-112.49123,"3,826,000",
780,"Sep., 2010",2010/09,"Maricopa County, AZ",4013,13,33.34883,-112.49123,"3,826,000",
795,"Oct., 2010",2010/10,"Maricopa County, AZ",4013,23,33.34883,-112.49123,"3,826,000",
808,"Nov., 2010",2010/11,"Maricopa County, AZ",4013,19,33.34883,-112.49123,"3,826,000",
826,"Dec., 2010",2010/12,"Maricopa County, AZ",4013,19,33.34883,-112.49123,"3,826,000",
853,"Feb., 2011",2011/02,"Maricopa County, AZ",4013,12,33.34883,-112.49123,"3,872,000",
864,"Mar., 2011",2011/03,"Maricopa County, AZ",4013,13,33.34883,-112.49123,"3,872,000",
876,"Apr., 2011",2011/04,"Maricopa County, AZ",4013,20,33.34883,-112.49123,"3,872,000",
892,"May, 2011",2011/05,"Maricopa County, AZ",4013,16,33.34883,-112.49123,"3,872,000",
909,"Jun., 2011",2011/06,"Maricopa County, AZ",4013,12,33.34883,-112.49123,"3,872,000",
924,"Jul., 2011",2011/07,"Maricopa County, AZ",4013,14,33.34883,-112.49123,"3,872,000",
943,"Aug., 2011",2011/08,"Maricopa County, AZ",4013,18,33.34883,-112.49123,"3,872,000",
960,"Sep., 2011",2011/09,"Maricopa County, AZ",4013,10,33.34883,-112.49123,"3,872,000",
979,"Oct., 2011",2011/10,"Maricopa County, AZ",4013,14,33.34883,-112.49123,"3,872,000",
993,"Nov., 2011",2011/11,"Maricopa County, AZ",4013,12,33.34883,-112.49123,"3,872,000",
1006,"Dec., 2011",2011/12,"Maricopa County, AZ",4013,13,33.34883,-112.49123,"3,872,000",
1018,"Jan., 2012",2012/01,"Maricopa County, AZ",4013,25,33.34883,-112.49123,"3,945,000",
1045,"Mar., 2012",2012/03,"Maricopa County, AZ",4013,16,33.34883,-112.49123,"3,945,000",
1060,"Apr., 2012",2012/04,"Maricopa County, AZ",4013,17,33.34883,-112.49123,"3,945,000",
1075,"May, 2012",2012/05,"Maricopa County, AZ",4013,19,33.34883,-112.49123,"3,945,000",
1093,"Jun., 2012",2012/06,"Maricopa County, AZ",4013,16,33.34883,-112.49123,"3,945,000",
1111,"Jul., 2012",2012/07,"Maricopa County, AZ",4013,18,33.34883,-112.49123,"3,945,000",
